aaadkrrv: aardvark
'eeprsttx: pretext's
deeiprtt: prettied
eeiprstt: pretties
eeiprsttt: prettiest
acefiiinoprttt: prettification
efiprtty: prettify
eilprtty: prettily
eprtty: pretty
eginprtty: prettying
eelprtz: pretzel
eelprstz: pretzels
aeilprv: prevail
adeeilprv: prevailed
aegiilnprv: prevailing
aegiillnprvy: prevailingly
aeilprsv: prevails
aceeelnprv: prevalence
aeelnprtv: prevalent
aeellnprtvy: prevalently
aaceeiprrtv: prevaricate
aacdeeiprrtv: prevaricated
aaceeiprrstv: prevaricates
aacegiinprrtv: prevaricating
aaceiinoprrtv: prevarication
aaceioprrrtv: prevaricator
eenprtv: prevent
abeeiilnprttvy: preventability
abeeelnprtv: preventable
aeeeinprttvv: preventative
deeenprtv: prevented
eeginnprtv: preventing
eeinnoprtv: prevention
eeinnoprstv: preventions
eeeinprtvv: preventive
eeeilnprtvvy: preventively
eeeinprstvv: preventives
eenprstv: prevents
abeelprrv: preverbal
eeiprvw: preview
deeeiprvw: previewed
eegiinprvw: previewing
eeiprsvw: previews
eiloprsuvy: previously,viperously
eiinoprsv: prevision
eiinoprssv: previsions
acceiloprv: prevocalic
aaceilnooprtv: prevocational
epry: prey,pyre
deepry: preyed
eginpry: preying
eprsy: preys
ceipr: price
cdeipr: priced
ceeilprss: priceless
ceipry: pricey
ceiiprr: pricier
cgiinpr: pricing
cikpr: prick
cdeikpr: pricked
cgiiknpr: pricking
ceiklpr: prickle
cdeiklpr: prickled
ceiiklprr: pricklier
ceiiklnprss: prickliness
cgiiklnpr: prickling
ciklpry: prickly
cikprs: pricks
deipr: pride,pried
ddeipr: prided
defilpru: prideful
deiprs: prides,spider
dgiinpr: priding
eiprr: prier,riper
eeiprssst: priestess
eeeiprsssst: priestesses
dehiooprst: priesthood
eilprsty: priestly
gghiiprs: priggish
gghiilprsy: priggishly
egghiinprsss: priggishness
impr: prim
aimpr: prima
acimpry: primacy
ailmpr: primal
aeiimprrs: primaries
aiilmprry: primarily
aimprry: primary
'aimprrsy: primary's
aeimprt: primate
aeimprst: primates
eimpr: prime
deimpr: primed
eimprr: primer
eimprrs: primers
eimprs: primes,simper
aeilmprv: primeval
giimnpr: priming
eiiimprtv: primitive
eiiilmprtvy: primitively
eeiiimnprsstv: primitiveness
eiiimprstv: primitives
iiiimmprstv: primitivism
ilmpry: primly
eimmprr: primmer
eimmprst: primmest
eimnprss: primness
imopr: primo
egiimnooprrt: primogenitor
eegiimnoprrtu: primogeniture
adiilmoprr: primordial
adiillmoprry: primordially
imppr: primp
giimnppr: primping
eimoprrs: primrose
imprsu: primus,purism
cdeimnopr: princedom
ceilnpry: princely
ceinprss: princess
ceeinprsss: princesses
'ceinprsss: princess's
aciilnppr: principal
aceiiiilnpprst: principalities
aciiilnpprty: principality
'aciiilnpprsty: principality's
aciillnppry: principally
aciilnpprs: principals
ciiimnppru: principium
ceiilnppr: principle
cdeiilnppr: principled
ceiilnpprs: principles
iknpr: prink
inprt: print
abiiilnprtty: printability
abeilnprt: printable
deinprt: printed
einprrt: printer,reprint
einprrst: printers,reprints,sprinter
giinnprt: printing
aeikmnprrt: printmaker
aeikmnprrst: printmakers
agiikmnnprt: printmaking
inoprttu: printout
inoprsttu: printouts
inprst: prints,sprint
ioprr: prior
eioprrss: prioress
eeioprrsss: prioresses
iioprr: priori
eiiioprrst: priorities,prioritise
aiiiinooprrstt: prioritisation
deiiioprrst: prioritised
eiiioprrsst: prioritises
giiiinoprrst: prioritising
iioprrty: priority
'iioprrsty: priority's
ioprrs: priors
ioprry: priory
imprs: prism
aciimprst: prismatic
imprss: prisms
'imprss: prism's
inoprs: prison
einoprrs: prisoner
einoprrss: prisoners
'einoprrss: prisoner's
inoprss: prisons
eiiprrss: prissier
iilprssy: prissily
eiinprssss: prissiness
iprssy: prissy
eiinprst: pristine
eiilnprsty: pristinely
aceiiprsv: privacies
aciprvy: privacy
aeiprtv: private
aeeiprrtv: privateer
aeeiprrstv: privateers
'aeeiprrstv: privateer's
aeilprtvy: privately
aeiprstv: privates
aiinoprtv: privation
aiinoprstv: privations
aaiiinoprsttv: privatisation
aeiiprstv: privatise
adeiiprstv: privatised
agiiinprstv: privatising
eiprtv: privet
eiiprsv: privies
eegiilprv: privilege
deegiilprv: privileged
eegiilprsv: privileges
iprvy: privy
'iprsvy: privy's
iprx: prix
eiprz: prize
deiprz: prized
eiprsz: prizes
giinprz: prizing
opr: pro
aceioprtv: proactive
abbciiiloprst: probabilistic
aabbciiillloprsty: probabilistically
abbeiiiloprst: probabilities
abbiiloprty: probability
abbelopr: probable
abblopry: probably
abeoprt: probate
abdeoprt: probated
abeoprst: probates
abginoprt: probating
abinooprt: probation
aabinooprrty: probationary
abeinooprrt: probationer,reprobation
abeinooprrst: probationers
abeioprtv: probative
beopr: probe
bdeopr: probed
beoprs: probes
bginopr: probing
bioprty: probity
belmopr: problem
abceilmoprt: problematic
aabceillmoprt: problematical
aabceilllmoprty: problematically
belmoprs: problems
'belmoprs: problem's
bciooprss: proboscis
aceinopr: procaine
acdeloprru: procedural
acdelloprruy: procedurally
cdeeoprru: procedure,reproduce
cdeeoprrsu: procedures,reproduces
'cdeeoprrsu: procedure's
cdeeopr: proceed
cddeeeopr: proceeded
cdeeginopr: proceeding
cdeeginoprs: proceedings
cdeeoprs: proceeds
cdeeoprss: processed
ceeoprsss: processes
ceginoprss: processing
ceinooprss: procession
aceilnooprss: processional
ceooprrss: processor
ceooprrsss: processors
'ceooprrsss: processor's
'ceoprsss: process's
acilmopr: proclaim
acdeilmopr: proclaimed
acgiilmnopr: proclaiming
aacilmnooprt: proclamation
aacilmnooprst: proclamations
'aacilmnooprst: proclamation's
ceiiiloprstv: proclivities
ciiloprtvy: proclivity
'ciiloprstvy: proclivity's
clnooprsu: proconsul
aaceinoprrstt: procrastinate
aacdeinoprrstt: procrastinated
aaceinoprrsstt: procrastinates
aacgiinnoprrstt: procrastinating
aaciinnooprrstt: procrastination
aacinooprrrstt: procrastinator
aacinooprrrsstt: procrastinators
'aacinooprrrsstt: procrastinator's
acenoprrt: procreant
aceeoprrt: procreate
aceeioprrtv: procreative
aceiioprrttvy: procreativity
aceooprrrt: procreator
acenoprrstu: procrustean
ccgiloooprt: proctologic
cgiloooprstt: proctologist
cgloooprty: proctology
cooprrt: proctor
cdeooprrt: proctored
cginooprrt: proctoring
cooprrst: proctors
'cooprrst: proctor's
chioopprrst: proctorship
bcemnoprtu: procumbent
abceloprru: procurable
acooprrrtu: procurator
ceoprru: procure
cdeoprru: procured,producer
ceemnoprrtu: procurement
ceemnoprrstu: procurements
'ceemnoprrstu: procurement's
ceoprrru: procurer
ceoprrsu: procures
ceoprrssu: procuress
cginoprru: procuring
dddeopr: prodded
ddeoprr: prodder
ddginopr: prodding
adgilopr: prodigal
adgiiloprty: prodigality
adgillopry: prodigally
degiioprs: prodigies
dgiiooprsu: prodigious
dgiilooprsuy: prodigiously
dgiopry: prodigy
cdeopru: produce
cddeopru: produced
cdeoprrsu: producers
cdeoprsu: produces
bcdeilopru: producible
cdginopru: producing
cdoprtu: product
cdinooprtu: production
cdinooprstu: productions
'cdinooprstu: production's
cdeioprtuv: productive
cdeiloprtuvy: productively
cdeeinoprsstuv: productiveness
cdeiiioprsttuv: productivities
cdiioprttuvy: productivity
cdoprstu: products
'cdoprstu: product's
emopr: proem
aafinnooprt: profanation
aefnopr: profane
adefnopr: profaned
aeflnopry: profanely
aeefnnoprss: profaneness
aefnoprr: profaner
afginnopr: profaning
afinoprty: profanity
efoprss: profess
deefoprss: professed
deefloprssy: professedly
eefoprsss: professes
efginoprss: professing
efinooprss: profession
aefilnooprss: professional
aefiilmnooprsss: professionalism
aefiilmnooprssss: professionalisms
aefillnooprssy: professionally
aefilnooprsss: professionals
efinooprsss: professions
'efinooprsss: profession's
efooprrss: professor
aefilooprrss: professorial
aefillooprrssy: professorially
efooprrsss: professors
'efooprrsss: professor's
efhioopprrsss: professorship
effoprr: proffer
deeffoprr: proffered
effginoprr: proffering
effoprrs: proffers
cceefiiinoprs: proficiencies
ccefiinopry: proficiency
cefiinoprt: proficient
cefiilnoprty: proficiently
efilopr: profile
defilopr: profiled
efiloprr: profiler
efiloprrs: profilers
'efiloprrs: profiler's
efiloprs: profiles
fgiilnopr: profiling
fioprt: profit
abfiiiloprtty: profitability
abefiloprt: profitable
abeefilnoprsst: profitableness
abfiloprty: profitably
defioprt: profited
eefioprrt: profiteer
eefioprrst: profiteers
'eefioprrst: profiteer's
fgiinoprt: profiting
efiloprsst: profitless
fioprst: profits
'fioprst: profit's
acfgilopry: profligacy
aefgiloprt: profligate
aefgilloprty: profligately
aefgiloprst: profligates
dfnoopru: profound
defnooprstu: profoundest
dflnoopruy: profoundly
defnnooprssu: profoundness
dfinoprtuy: profundity
efoprsu: profuse
efloprsuy: profusely
eefnoprsssu: profuseness
finooprsu: profusion
eginooprrt: progenitor
egnopry: progeny
eeegnooprrst: progesterone
egnooprss: prognoses
ginooprss: prognosis
cginooprst: prognostic
aceginooprstt: prognosticate
acgiinnoooprstt: prognostication
acginoooprrstt: prognosticator
agmoprr: program
aabgiilmmoprrty: programmability
aabeglmmoprr: programmable
aacgimmoprrt: programmatic
aaacgillmmoprrty: programmatically
aegmmoprr: programme
adegmmoprr: programmed
aegmmoprrr: programmer
aegmmoprrrs: programmers
'aegmmoprrrs: programmer's
aegmmoprrs: programmes
'aegmmoprrs: programme's
aggimmnoprr: programming
agmoprrs: programs
'agmoprrs: program's
egoprrss: progress
deegoprrss: progressed
eegoprrsss: progresses
egginoprrss: progressing
eginooprrss: progression
eginooprrsss: progressions
'eginooprrsss: progression's
eegioprrssv: progressive
eegiloprrssvy: progressively
eeeginoprrssssv: progressiveness
egiimoprrsssv: progressivism
bhiioprt: prohibit
bdehiioprt: prohibited
bghiiinoprt: prohibiting
bhiiinooprt: prohibition
bhiiiinooprstt: prohibitionist
bhiiinooprst: prohibitions
'bhiiinooprst: prohibition's
behiiioprtv: prohibitive
behiiiloprtvy: prohibitively
bhiioprst: prohibits
cejoprt: project
cdeejoprt: projected
ceeijloprt: projectile
ceeijloprst: projectiles
cegijnoprt: projecting
ceijnooprt: projection
ceiijnooprstt: projectionist
ceiijnooprsstt: projectionists
ceijnooprst: projections
'ceijnooprst: projection's
ceeijoprtv: projective
cejooprrt: projector
cejooprrst: projectors
'cejooprrst: projector's
cejoprst: projects
'cejoprst: project's
aekooprrty: prokaryote
acikooprrty: prokaryotic
adelopprs: prolapsed
aeeglmnoopr: prolegomena
eeglmnnooopr: prolegomenon
eilopprss: prolepsis
aaeilnoprrt: proletarian
aaeiloprrtt: proletariat
aeefiloprrt: proliferate
adeefiloprrt: proliferated
aeefiloprrst: proliferates
aefgiilnoprrt: proliferating
aefiilnooprrt: proliferation
cfiilopr: prolific
accfiilopry: prolificacy
acfiilllopry: prolifically
iloprx: prolix
iiloprtxy: prolixity
cloooprrtu: prolocutor
gloopr: prolog
egloopru: prologue
eglooprsu: prologues
'eglooprsu: prologue's
glnoopr: prolong
agilnnoooprt: prolongation
deglnoopr: prolonged
ggilnnoopr: prolonging
glnooprs: prolongs
ilnooprsu: prolusion
ilnooprssu: prolusions
mopr: prom,romp
adeemnopr: promenade
adeemnoprs: promenades
'adeemnoprs: promenade's
adegimnnopr: promenading
ehimmoprtu: promethium
ceeimnnopr: prominence
eimnnoprt: prominent
eilmnnoprty: prominently
ciimoprstuy: promiscuity
'ciimoprsstuy: promiscuity's
cimooprssuu: promiscuous
cilmooprssuuy: promiscuously
ceimnooprssssuu: promiscuousness
deimoprs: promised
eimoprss: promises
giimnoprs: promising
giilmnoprsy: promisingly
imooprrssy: promissory
eimnoooprrst: promontories
mnoooprrty: promontory
emooprt: promote
demooprt: promoted
emooprrt: promoter
emooprrst: promoters
emooprst: promotes
gimnooprt: promoting
imnoooprt: promotion
ailmnoooprt: promotional
imnoooprst: promotions
mopprt: prompt
bkmooopprt: promptbook
bkmooopprst: promptbooks
demopprt: prompted
emopprrt: prompter
emopprrst: prompters
emopprstt: promptest
gimnopprt: prompting
gimnopprst: promptings
deimopprttu: promptitude
lmopprty: promptly
emnopprsst: promptness
mopprst: prompts
aeglmoprtu: promulgate
adeglmoprtu: promulgated
aeglmoprstu: promulgates
aggilmnoprtu: promulgating
agilmnooprtu: promulgation
agilmnooprstu: promulgations
aglmooprrtu: promulgator
aglmooprrstu: promulgators
enopr: prone
eennoprss: proneness
gnopr: prong
degnopr: pronged
ghnnooprr: pronghorn
ghnnooprrs: pronghorns
gnoprs: prongs
ailmnnoopr: pronominal
aillmnnoopry: pronominally
nnoopru: pronoun
cennoopru: pronounce
abceelnnoopru: pronounceable
cdennoopru: pronounced
cdelnnoopruy: pronouncedly
ceemnnnooprtu: pronouncement
ceemnnnooprstu: pronouncements
'ceemnnnooprstu: pronouncement's
cennooprsu: pronounces
cginnnoopru: pronouncing
nnooprsu: pronouns
'nnooprsu: pronoun's
nooprt: pronto,proton
aciinnnooprtu: pronunciation
aciinnnooprstu: pronunciations
'aciinnnooprstu: pronunciation's
foopr: proof
defoopr: proofed
fginoopr: proofing
adefooprr: proofread
adefginooprr: proofreading
adefooprrs: proofreads
fooprs: proofs
'fooprs: proof's
oppr: prop
aaadgnoppr: propaganda
aadeginopprs: propagandise
aaddeginopprs: propagandised
aadeginopprss: propagandises
aadggiinnopprs: propagandising
aadginopprst: propagandist
aacdgiinopprst: propagandistic
aaacdgiillnopprsty: propagandistically
aadginopprsst: propagandists
aaegopprt: propagate
aadegopprt: propagated
aaegopprst: propagates
aagginopprt: propagating
aaginoopprt: propagation
aaginoopprst: propagations
aagoopprrt: propagator
aenoppr: propane
aellnopprt: propellant
aellnopprst: propellants
deelloppr: propelled
eellopprr: propeller
eellopprrs: propellers
'eellopprrs: propeller's
egillnoppr: propelling
elopprs: propels
denoppr: propend
eeiinopprsst: propensities
einopprsty: propensity
eopprr: proper
elopprry: properly
deeiopprrt: propertied
eeiopprrst: properties
eopprrty: property
aehopprs: prophase
ceehiopprs: prophecies
cehoppry: prophecy
'cehopprsy: prophecy's
deehiopprs: prophesied
eehiopprrs: prophesier
eehiopprss: prophesies
ehopprsy: prophesy
eghinopprsy: prophesying
ehopprt: prophet
eehopprsst: prophetess
cehiopprt: prophetic
acehilopprt: prophetical
acehillopprty: prophetically
ehopprst: prophets
'ehopprst: prophet's
acchilopprty: prophylactic
ahilopprsxy: prophylaxis
iinoppqrtuy: propinquity
aeinoopprt: propionate
aeiiopprtt: propitiate
aiiinoopprtt: propitiation
aiioopprrtt: propitiator
aiioopprrtty: propitiatory
iioopprstu: propitious
iiloopprstuy: propitiously
ejopprt: propjet
ennoopprt: proponent
ennoopprst: proponents
'ennoopprst: proponent's
inooopprrt: proportion
ailnooopprrt: proportional
aiilnooopprrtty: proportionality
aillnooopprrty: proportionally
aeinooopprrtt: proportionate
aeilnooopprrtty: proportionately
deinooopprrt: proportioned
giinnooopprrt: proportioning
inooopprrst: proportions
oopprs: propos
aloopprs: proposal
aloopprss: proposals
'aloopprss: proposal's
eoopprs: propose
deoopprs: proposed
eoopprss: proposes
ginoopprs: proposing
iinooopprst: proposition
deiinooopprst: propositioned
giiinnooopprst: propositioning
iinooopprsst: propositions
dnooppru: propound
ddenooppru: propounded
dginnooppru: propounding
dnoopprsu: propounds
deopppr: propped
ginopppr: propping
aeiopprrrty: proprietary
eioopprrrt: proprietor
eioopprrrst: proprietors
'eioopprrrst: proprietor's
ehiiooppprrrst: proprietorship
ehiiooppprrrsst: proprietorships
eeiopprrrsst: proprietress
eiopprrty: propriety
opprs: props
ilnoopprsu: propulsion
ilnoopprssu: propulsions
'ilnoopprssu: propulsion's
eilopprsuv: propulsive
eelnoppry: propylene
aginoooprrt: prorogation
egooprru: prorogue
degooprru: prorogued
gginooprru: proroguing
oprs: pros
'oprs: pro's
acioprs: prosaic
aacilloprsy: prosaically
ceimnoprsu: proscenium
ceimnoprssu: prosceniums
bceioprrs: proscribe
bcdeioprrs: proscribed
bceioprrss: proscribes
bcgiinoprrs: proscribing
ciinoopprrst: proscription
ceiiopprrstv: proscriptive
ceiilopprrstvy: proscriptively
abceeloprstu: prosecutable
ceeoprstu: prosecute
cdeeoprstu: prosecuted
ceeoprsstu: prosecutes
ceginoprstu: prosecuting
ceinooprstu: prosecution
ceinooprsstu: prosecutions
ceooprrstu: prosecutor
ceooprrsstu: prosecutors
eeiloprssty: proselytise
deeiloprssty: proselytised
eeiloprrssty: proselytiser
eeiloprrsssty: proselytisers
eeiloprsssty: proselytises
egiilnoprssty: proselytising
eioprrs: prosier
iloprsy: prosily
ginoprs: prosing
cdiooprs: prosodic
deiooprss: prosodies
dooprsy: prosody
ceopprst: prospect
cdeeopprst: prospected
ceginopprst: prospecting
ceeiopprstv: prospective
ceeilopprstvy: prospectively
ceoopprrst: prospector
ceoopprrsst: prospectors
'ceoopprrsst: prospector's
ceopprsst: prospects
ceopprsstu: prospectus
eopprrs: prosper
deeopprrs: prospered
eginopprrs: prospering
eiopprrsty: prosperity
eoopprrssu: prosperous
eloopprrssuy: prosperously
eenoopprrssssu: prosperousness
eopprrss: prospers
aadgilnnoprst: prostaglandin
aeoprstt: prostate
eehoprssst: prostheses
ehioprssst: prosthesis
cehioprstt: prosthetic
cehioprsstt: prosthetics
eioprstttu: prostitute
eioprsstttu: prostitutes
iinooprstttu: prostitution
aeoprrstt: prostrate
adeoprrstt: prostrated
ainooprrstt: prostration
oprsy: prosy
aciimnoprttu: protactinium
aginooprstt: protagonist
aginooprsstt: protagonists
aeeoprsst: proteases
ceoprtt: protect
cdeeoprtt: protected
ceginoprtt: protecting
ceinooprtt: protection
ceiimnooprstt: protectionism
ceiinooprsttt: protectionist
ceinooprstt: protections
'ceinooprstt: protection's
ceeioprttv: protective
ceeiloprttvy: protectively
ceeeinoprssttv: protectiveness
ceooprrtt: protector
acelooprrtt: protectoral
aceeooprrttt: protectorate
ceooprrstt: protectors
'ceooprrstt: protector's
ceoprstt: protects
'einoprst: protein's
eilooprssty: proteolysis
aenoprsttt: protestant
aenoprssttt: protestants
aeinooprsttt: protestation
aeinooprssttt: protestations
deeoprstt: protested
eeoprrstt: protester
eeoprrsstt: protesters
'eeoprrsstt: protester's
eginoprstt: protesting
eooprrstt: protestor
eoprsstt: protests,spotters
'eoprsstt: protest's,spotter's
ooprt: proto,troop
cloooprt: protocol
cloooprst: protocols
'cloooprst: protocol's
nooprst: protons
'nooprst: proton's
almoopprst: protoplasm
acilmoopprst: protoplasmic
aloopprstt: protoplast
aloopprtty: prototypal
eoopprtty: prototype
deoopprtty: prototyped
eoopprstty: prototypes
'eoopprstty: prototype's
cioopprtty: prototypic
aciloopprtty: prototypical
acilloopprttyy: prototypically
ginoopprtty: prototyping
aoooprtz: protozoa
anoooprtz: protozoan
nooooprtz: protozoon
acoprrtt: protract
acdeoprrtt: protracted
aceiloprrtt: protractile
acinooprrtt: protraction
acooprrrtt: protractor
deoprrtu: protrude
ddeoprrtu: protruded
deoprrstu: protrudes
dginoprrtu: protruding
inooprrstu: protrusion
inooprrsstu: protrusions
'inooprrsstu: protrusion's
eioprrstuv: protrusive
abceenoprrtu: protuberance
abenoprrttu: protuberant
dopru: proud
deoprru: prouder
dlopruy: proudly
abiiloprtvy: provability
abeloprv: provable
abloprvy: provably
eoprv: prove
deoprv: proved
enoprv: proven
aceennoprv: provenance
deenoprrv: provender
ceeeinnoprv: provenience
beoprrv: proverb
abeiloprrv: proverbial
abeilloprrvy: proverbially
beoprrsv: proverbs
'beoprrsv: proverb's
eoprsv: proves
deioprv: provide
ddeioprv: provided
cdeeinoprv: providence
deinoprtv: provident
adeiilnoprtv: providential
adeiillnoprtvy: providentially
deilnoprtvy: providently
deioprrv: provider
deioprrsv: providers
dgiinoprv: providing
ceinoprv: province
ceinoprsv: provinces
'ceinoprsv: province's
aciilnoprv: provincial
aciiilmnoprsv: provincialism
aciiilnoprtvy: provinciality
aciillnoprvy: provincially
ginoprv: proving
ioprrsuv: provirus
iinooprsv: provision
aiilnooprsv: provisional
aiillnooprsvy: provisionally
deiinooprsv: provisioned
giiinnooprsv: provisioning
iinooprssv: provisions
iooprsv: proviso
iooprrsvy: provisory
aceooprrtuv: provocateur
aceooprrstuv: provocateurs
acinoooprtv: provocation
acinoooprstv: provocations
aceiooprtvv: provocative
aceilooprtvvy: provocatively
ekooprv: provoke
dekooprv: provoked
ekooprsv: provokes
giknooprv: provoking
giklnooprvy: provokingly
elnoooprv: provolone
ooprstv: provost
oprw: prow
eoprssw: prowess
loprw: prowl
deloprw: prowled
eloprrw: prowler
eloprrsw: prowlers
gilnoprw: prowling
loprsw: prowls
oprsw: prows
'oprsw: prow's
eioprsx: proxies
ailmoprx: proximal
aillmoprxy: proximally
aeimoprtx: proximate
aeilmoprtxy: proximately
iimoprtxy: proximity
oprxy: proxy
cdeenpru: prudence
denprtu: prudent
adeilnprtu: prudential
adeillnprtuy: prudentially
delnprtuy: prudently
deprruy: prudery
deprsu: prudes,pursed
'deprsu: prude's
dhiprsu: prudish
dhilprsuy: prudishly
dehinprsssu: prudishness
enpru: prune
denpru: pruned
enprsu: prunes
ginnpru: pruning
ceeinprru: prurience
einprrtu: prurient
ciprssu: prussic
pry: pry
ginpry: prying
gilnpryy: pryingly
ailmpsst: psalmist
adlmopsy: psalmody
almpss: psalms
'almpss: psalm's
aelprsty: psaltery
deopsu: pseudo
demnopsuy: pseudonym
demnoopssuuy: pseudonymous
demnopssuy: pseudonyms
'demnopssuy: pseudonym's
ddeimooppsuu: pseudopodium
addemnooprsu: pseudorandom
ccdeefiiinopsstu: pseudoscientific
ahpsw: pshaw
aciiopssstt: psittacosis
aiioprsss: psoriasis
chpsy: psych
cehpsy: psyche
ccdeehilpsy: psychedelic
accdeehilllpsyy: psychedelically
cehpssy: psyches
'cehpssy: psyche's
acchiiprsty: psychiatric
aacchiillprstyy: psychiatrically
achiiprsstty: psychiatrist
achiiprssstty: psychiatrists
'achiiprssstty: psychiatrist's
achiprstyy: psychiatry
cchipsy: psychic
acchilpsy: psychical
acchillpsyy: psychically
cchipssy: psychics
'cchipssy: psychic's
chopsy: psycho
accchioopssstuy: psychoacoustics
accehiopstvy: psychoactive
aacehlnopssyy: psychoanalyse
aacehlnopsssyy: psychoanalyses
aachilnopsssyy: psychoanalysis
aachlnopsstyy: psychoanalyst
aacchilnopstyy: psychoanalytic
aaacchillnopstyy: psychoanalytical
aaacchilllnopstyyy: psychoanalytically
abcghhioopprsyy: psychobiography
bccghiilooopsy: psychobiologic
abccghiillooopsy: psychobiological
bcghilooopsyy: psychobiology
acccehhilmopsy: psychochemical
aacdhmoprsy: psychodrama
accdhimnopsyy: psychodynamic
accdhimnopssyy: psychodynamics
ceeghinopsssy: psychogenesis
cceeghinopsty: psychogenetic
acghhopprsy: psychograph
chhiooprsstyy: psychohistory
ccehiiknopsty: psychokinetic
cghiilnopsstuy: psycholinguist
ccghiiilnopsstuy: psycholinguistic
ccghiiilnopssstuy: psycholinguistics
accghilloopsy: psychological
accghillloopsyy: psychologically
cghiloopssty: psychologist
cghiloopsssty: psychologists
'cghiloopsssty: psychologist's
cghloopsyy: psychology
ccehimoprsty: psychometric
accehillmoprstyy: psychometrically
ccehimoprssty: psychometrics
chmoooprsty: psychomotor
cehinooprsssuy: psychoneurosis
ccehinooprstuy: psychoneurotic
achhoppsty: psychopath
acchhioppsty: psychopathic
aacchhilloppstyy: psychopathically
accghhiloooppsty: psychopathologic
aaccghhilloooppsty: psychopathological
acghhiloooppsstty: psychopathologist
acghhloooppstyy: psychopathology
aacccghhilmooopprsy: psychopharmacologic
aaacccghhillmooopprsy: psychopharmacological
aaccghhlmooopprsyy: psychopharmacology
acchhiloppssyy: psychophysical
acchhilloppssyyy: psychophysically
cchhiioppssstyy: psychophysicist
cchhioppsssyy: psychophysics
cghhiloooppssyyy: psychophysiology
chopssy: psychos
cehopsssy: psychoses
acehlopssuxy: psychosexual
acehilopsstuxyy: psychosexuality
acehllopssuxyy: psychosexually
chiopsssy: psychosis
acchiloopssy: psychosocial
acchilloopssyy: psychosocially
acchimoopssty: psychosomatic
aacchillmoopsstyy: psychosomatically
acchimoopsssty: psychosomatics
ceghoprrssuyy: psychosurgery
accghiloprssuy: psychosurgical
acceehhiopprsttuy: psychotherapeutic
aacceehhillopprsttuyy: psychotherapeutically
acceehhiopprssttuy: psychotherapeutics
acehhiopprsstty: psychotherapist
acehhiopprssstty: psychotherapists
acehhopprstyy: psychotherapy
cchiopsty: psychotic
acchillopstyy: psychotically
cchioopprsty: psychotropic
aagimnprt: ptarmigan
acdeloprtty: pterodactyl
acdeloprstty: pterodactyls
'acdeloprstty: pterodactyl's
aeoprrstu: pterosaur
aeimnopt: ptomaine
bpu: pub
abelprtu: pubertal
beprtuy: puberty
bepsu: pubes
bcceeenpsu: pubescence
bceenpstu: pubescent
bcipu: pubic
bipsu: pubis
bcilpu: public
abcilnpu: publican
abcilnpsu: publicans
abciilnoptu: publication
abciilnopstu: publications
'abciilnopstu: publication's
bceiilpsu: publicise
bcdeiilpsu: publicised
bceiilpssu: publicises
bcgiiilnpsu: publicising
bciilpstu: publicist
bciilpsstu: publicists
bciilptuy: publicity
bcillpuy: publicly
bcilpsu: publics
bhilpsu: publish
abbehillpsu: publishable
bdehilpsu: published
behilprsu: publisher,republish
behilprssu: publishers
behilpssu: publishes
bghiilnpsu: publishing
bpsu: pubs
'bpsu: pub's
cepu: puce
ckpu: puck
cekpru: pucker
cdeekpru: puckered
cegiknpru: puckering
cekprsu: puckers
chikpsu: puckish
chiklpsuy: puckishly
ddginpu: pudding
ddginpsu: puddings
'ddginpsu: pudding's
ddeginnopstu: puddingstone
ddelpu: puddle
ddelpsu: puddles
ddemnpuu: pudendum
degipru: pudgier
deginpssu: pudginess
belopu: pueblo
belopsu: pueblos
eeilpru: puerile
aeelpprru: puerperal
ffpu: puff
abffllpu: puffball
abffllpsu: puffballs
deffpu: puffed
effpru: puffer
effprsu: puffers
effpruy: puffery
ffinpu: puffin
effinpssu: puffiness
ffginpu: puffing
ffinpsu: puffins
ffpsu: puffs
ffpuy: puffy
gpu: pug
giilmpsu: pugilism
giilpstu: pugilist
cgiiilpstu: pugilistic
agkmpru: pugmark
acginopsuu: pugnacious
acgilnopsuuy: pugnaciously
acginptuy: pugnacity
aceinpssu: puissance
ainpsstu: puissant
ekpu: puke
dekpu: puked
ekpsu: pukes
giknpu: puking
akkpu: pukka
cdehilprtuu: pulchritude
cdhiilnoprstuuu: pulchritudinous
gilnpu: puling
llpu: pull
abckllpu: pullback
dellpu: pulled
ellpru: puller
ellptu: pullet
ellpuy: pulley
ellpsuy: pulleys
'ellpsuy: pulley's
gillnpu: pulling
lloptuu: pullout
ellopruv: pullover
llpsu: pulls
aelllptuu: pullulate
almnopruy: pulmonary
lppu: pulp
eilnppssu: pulpiness
gilnppu: pulping
ilpptu: pulpit
ilppstu: pulpits
'ilppstu: pulpit's
dlooppuw: pulpwood
lppuy: pulpy
alprsu: pulsar
alprssu: pulsars
'alprssu: pulsar's
aelpstu: pulsate
adelpstu: pulsated
aelpsstu: pulsates
agilnpstu: pulsating
ailnopstu: pulsation
ailnopsstu: pulsations
elpsu: pulse
delpsu: pulsed
eejlpstu: pulsejet
gilnpsu: pulsing
aeiilnoprstuv: pulverisation
aeiilnoprsstuv: pulverisations
'aeiilnoprsstuv: pulverisation's
eeilprsuv: pulverise,repulsive
deeilprsuv: pulverised
eeilprssuv: pulverises
egiilnprsuv: pulverising
ampu: puma
'ampsu: puma's
ceimpu: pumice
cdeimpu: pumiced
cgiimnpu: pumicing
elmmpu: pummel
deellmmpu: pummelled
egillmmnpu: pummelling
elmmpsu: pummels
